啊	a_
邦宝	bhbc
邦本	bhbf
膀臂	bhbi
棒播	bhbo
帮别	bhbp
帮补	bhbu
棒材	bhcd
帮凑	bhcz
邦德	bhde
邦迪	bhdi
帮点	bhdm
邦洞	bhds
棒读	bhdu
邦顿	bhdy
帮豆	bhdz
榜额	bhee
棒法	bhfa
浜风	bhfg
磅房	bhfh
帮扶	bhfu
帮改	bhgd
帮过	bhgo
棒骨	bhgu
邦购	bhgz
绑好	bhhc
蚌湖	bhhu
磅差	bhia
帮唱	bhih
邦驰	bhii
帮厨	bhiu
蚌精	bhjk
邦健	bhjm
帮姐	bhjp
帮举	bhju
邦均	bhjy
绑卡	bhka
帮看	bhkj
帮扩	bhko
帮口	bhkz
邦联	bhlm
棒料	bhln
帮买	bhmd
帮面	bhmm
邦纳	bhna
帮您	bhnb
帮你	bhni
邦宁	bhnk
邦奴	bhnu
蚌女	bhnv
邦普	bhpu
帮亲	bhqb
邦奇	bhqi
邦瑞	bhrv
蚌肉	bhrz
帮他	bhta
帮套	bhtc
邦泰	bhtd
邦特	bhte
帮贴	bhtp
榜头	bhtz
帮杀	bhua
傍身	bhuf
邦盛	bhug
磅数	bhuu
傍水	bhuv
帮谁	bhuw
帮刷	bhux
绑扎	bhva
棒针	bhvf
邦正	bhvg
帮战	bhvj
棒状	bhvl
帮转	bhvr
帮众	bhvs
榜文	bhwf
帮网	bhwh
帮我	bhwo
傍午	bhwu
邦威	bhww
邦信	bhxb
绑线	bhxm
帮下	bhxx
邦讯	bhxy
绑银	bhyb
梆硬	bhyk
绑元	bhyr
绑扎	bhza
邦泽	bhze
帮咱	bhzj
帮做	bhzo
绑钻	bhzr
绑走	bhzz
比啊	biaa
比昂	biah
鼻癌	biai
比吧	biba
必报	bibc
毕本	bibf
币别	bibp
碧草	bicc
臂丛	bics
碧翠	bicv
笔村	bicy
必答	bida
笔袋	bidd
碧迪	bidi
逼单	bidj
必掉	bidn
比丢	bidq
壁咚	bids
比恩	bien
比尔	bier
必反	bifj
比附	bifu
蔽芾	bifw
比高	bigc
笔盖	bigd
逼格	bige
鼻根	bigf
必过	bigo
避寒	bihj
碧红	bihs
壁厚	bihz
币车	biie
碧晨	biif
必成	biig
臂长	biih
碧池	biii
毕节	bijp
比距	biju
比卡	bika
闭坑	bikg
必康	bikh
比况	bikl
比酷	biku
比拉	bila
比邻	bilb
比来	bild
碧浪	bilh
碧岭	bilk
碧莲	bilm
碧落	bilo
比列	bilp
比吗	bima
闭麦	bimd
比么	bime
比蒙	bimg
笔迷	bimi
碧娜	bina
比呢	bine
必能	bing
比年	binm
鼻牛	binq
比偶	biou
碧辟	bipi
比配	bipw
吡嗪	biqb
碧青	biqk
比钱	biqm
碧泉	biqr
比穷	biqs
必去	biqu
闭群	biqy
比热	bire
比容	birs
比叡	birv
笔润	biry
碧柔	birz
闭锁	biso
笔算	bisr
鄙俗	bisu
比岁	bisv
比他	bita
比泰	bitd
碧塘	bith
必填	bitm
笔调	bitn
鼻托	bito
鼻贴	bitp
逼团	bitr
逼退	bitv
毕设	biue
笔身	biuf
璧山	biuj
比帅	biuk
比谁	biuw
笔刷	biux
笔札	biva
臂展	bivj
必转	bivr
比准	bivy
逼王	biwh
比我	biwo
必维	biww
壁厢	bixl
毕肖	bixn
比熊	bixs
比亚	biya
逼样	biyh
必应	biyk
闭月	biyt
避灾	bizd
逼仄	bize
比咱	bizj
办啊	bjaa
办吧	bjba
班表	bjbn
班别	bjbp
板擦	bjca
班草	bjcc
半层	bjcg
半残	bjcj
板锉	bjco
板寸	bjcy
半大	bjda
半袋	bjdd
伴当	bjdh
板顶	bjdk
伴儿	bjer
班风	bjfg
板房	bjfh
拌饭	bjfj
班费	bjfw
办稿	bjgc
半盖	bjgd
半根	bjgf
半钢	bjgh
班干	bjgj
办过	bjgo
半管	bjgr
班固	bjgu
颁给	bjgw
版辊	bjgy
班狗	bjgz
半盒	bjhe
板簧	bjhl
搬货	bjho
板换	bjhr
板胡	bjhu
扳回	bjhv
半混	bjhy
班后	bjhz
班超	bjic
办差	bjid
板床	bjil
班宠	bjis
板锤	bjiv
板件	bjjm
半卷	bjjr
半颗	bjke
班刊	bjkj
办款	bjkr
半盔	bjkv
半口	bjkz
半拉	bjla
搬来	bjld
半两	bjll
半脸	bjlm
班列	bjlp
板楼	bjlz
斑蝥	bjmc
板门	bjmf
半米	bjmi
瓣膜	bjmo
半梅	bjmw
版纳	bjna
班内	bjnw
半片	bjpm
半坡	bjpo
板桥	bjqn
半人	bjrf
般若	bjro
班赛	bjsd
拌蒜	bjsr
伴宿	bjsu
办他	bjta
半套	bjtc
班台	bjtd
板梯	bjti
班坦	bjtj
半条	bjtn
班头	bjtz
办啥	bjua
板烧	bjuc
绊摔	bjuk
板扎	bjva
伴着	bjve
斑疹	bjvf
半只	bjvi
办桌	bjvo
班中	bjvs
半轴	bjvz
板瓦	bjwa
办网	bjwh
伴我	bjwo
版心	bjxb
扮戏	bjxi
板鞋	bjxp
半宿	bjxq
半夏	bjxx
班训	bjxy
半妖	bjyc
半硬	bjyk
搬用	bjys
斑鱼	bjyu
伴有	bjyz
半载	bjzd
颁赠	bjzg
半藏	bjzh
班赞	bjzj
并把	bkba
冰壁	bkbi
丙班	bkbj
冰冰	bkbk
并表	bkbn
冰波	bkbo
冰杯	bkbw
冰草	bkcc
冰菜	bkcd
冰层	bkcg
冰刺	bkci
冰蚕	bkcj
冰镩	bkcr
并从	bkcs
病的	bkde
摒挡	bkdh
冰帝	bkdi
并单	bkdj
冰蝶	bkdp
并对	bkdv
冰盾	bkdy
冰儿	bker
冰粉	bkff
冰饭	bkfj
冰盖	bkgd
兵哥	bkge
冰果	bkgo
并给	bkgw
冰挂	bkgx
冰痕	bkhf
饼皇	bkhl
冰火	bkho
冰红	bkhs
炳辉	bkhv
冰花	bkhx
冰魂	bkhy
病后	bkhz
冰茶	bkia
兵差	bkid
冰车	bkie
冰尘	bkif
冰场	bkih
病虫	bkis
冰锤	bkiv
冰纯	bkiy
冰绸	bkiz
冰洁	bkjp
饼卷	bkjr
摒绝	bkjt
冰卡	bkka
冰抗	bkkh
冰库	bkku
炳坤	bkky
病啦	bkla
兵临	bklb
病来	bkld
冰蓝	bklj
冰疗	bkln
冰溜	bklq
兵乱	bklr
冰龙	bkls
冰露	bklu
冰雷	bklw
病猫	bkmc
冰脉	bkmd
冰梦	bkmg
病呢	bkne
冰凝	bknk
冰鸟	bknn
冰怒	bknu
冰女	bknv
冰品	bkpb
冰炮	bkpc
冰皮	bkpi
冰瓶	bkpk
冰片	bkpm
冰魄	bkpo
冰枪	bkql
冰倩	bkqm
冰橇	bkqn
丙炔	bkqt
并让	bkrh
病弱	bkro
冰锐	bkrv
丙酸	bksr
并送	bkss
病体	bkti
冰炭	bktj
冰天	bktm
并条	bktn
冰坨	bkto
禀帖	bktp
饼图	bktu
冰沙	bkua
冰神	bkuf
兵圣	bkug
并说	bkuo
冰手	bkuz
冰渣	bkva
冰爪	bkvc
秉着	bkve
冰杖	bkvh
冰之	bkvi
兵站	bkvj
冰砖	bkvr
冰爪	bkvx
并州	bkvz
冰蛙	bkwa
冰吻	bkwf
并网	bkwh
丙烷	bkwj
兵我	bkwo
兵线	bkxm
冰熊	bkxs
丙戌	bkxu
病呀	bkya
炳耀	bkyc
冰爷	bkye
冰洋	bkyh
病院	bkyr
冰月	bkyt
并做	bkzo
冰钻	bkzr
冰粽	bkzs
兵卒	bkzu
禀奏	bkzz
变矮	bmai
变暗	bman
便把	bmba
变笨	bmbf
编办	bmbj
编标	bmbn
便被	bmbw
扁锉	bmco
便从	bmcs
变粗	bmcu
边村	bmcy
边带	bmdd
边等	bmdg
变电	bmdm
变多	bmdo
变短	bmdr
边度	bmdu
边儿	bmer
扁粉	bmff
变肥	bmfw
变高	bmgc
边盖	bmgd
扁钢	bmgh
边干	bmgj
变乖	bmgk
变光	bmgl
变过	bmgo
边柜	bmgv
边沟	bmgz
边和	bmhe
鞭痕	bmhf
变黄	bmhl
变红	bmhs
变黑	bmhw
便后	bmhz
变产	bmij
编创	bmil
边冲	bmis
变出	bmiu
变丑	bmiz
编就	bmjq
变价	bmjx
边军	bmjy
变卡	bmka
边看	bmkj
变宽	bmkr
变空	bmks
边哭	bmku
变口	bmkz
变啦	bmla
便来	bmld
边浪	bmlh
变懒	bmlj
边聊	bmln
编列	bmlp
变流	bmlq
变乱	bmlr
变绿	bmlv
边忙	bmmh
便面	bmmm
边摸	bmmo
边牧	bmmu
变美	bmmw
变呢	bmne
便能	bmng
扁你	bmni
变难	bmnj
便佞	bmnk
变扭	bmnq
便盆	bmpf
边皮	bmpi
边坡	bmpo
编配	bmpw
便器	bmqi
变轻	bmqk
便桥	bmqn
变穷	bmqs
变热	bmre
便让	bmrh
变软	bmrr
扁肉	bmrz
扁丝	bmsi
便所	bmso
变松	bmss
编藤	bmtg
边谈	bmtj
边听	bmtk
扁铁	bmtp
边腿	bmtv
扁头	bmtz
边说	bmuo
边睡	bmuv
边耍	bmux
变粘	bmvj
变装	bmvl
边桌	bmvo
边玩	bmwj
扁我	bmwo
编选	bmxr
边学	bmxt
萹蓄	bmxu
便要	bmyc
变硬	bmyk
便在	bmzd
贬责	bmze
扁嘴	bmzv
边走	bmzz
彪啊	bnaa
标案	bnan
表报	bnbc
表笔	bnbi
裱褙	bnbw
藨草	bncc
表册	bnce
标错	bnco
飙到	bndc
标的	bnde
标灯	bndg
标定	bndk
标段	bndr
表耳	bner
表发	bnfa
飙风	bnfg
标房	bnfh
标飞	bnfw
标高	bngc
表盖	bngd
标贯	bngr
表给	bngw
表盒	bnhe
标黄	bnhl
标红	bnhs
标超	bnic
标称	bnig
表厂	bnih
表紧	bnjb
表镜	bnjk
表酱	bnjl
标胶	bnjn
表卡	bnka
表壳	bnke
标快	bnkk
表框	bnkl
表哭	bnku
表扣	bnkz
表来	bnld
标狼	bnlh
标蓝	bnlj
标量	bnll
标绿	bnlv
飙泪	bnlw
标卖	bnmd
镖门	bnmf
表闹	bnnc
表呢	bnne
表怕	bnpa
标品	bnpb
标普	bnpu
镖旗	bnqi
表圈	bnqr
表去	bnqu
标日	bnri
标宋	bnss
飚速	bnsu
标特	bnte
标摊	bntj
标婷	bntk
标贴	bntp
表土	bntu
表上	bnuh
标山	bnuj
标双	bnul
表说	bnuo
标着	bnve
标展	bnvj
标桩	bnvl
标砖	bnvr
表中	bnvs
标王	bnwh
表位	bnww
标新	bnxb
飙戏	bnxi
表笑	bnxn
飙血	bnxt
表压	bnya
标引	bnyb
表要	bnyc
标营	bnyk
标远	bnyr
骠勇	bnys
婊砸	bnza
表座	bnzo
表走	bnzz
驳岸	boan
波霸	boba
博白	bobd
波本	bobf
博邦	bobh
波比	bobi
博班	bobj
拨备	bobw
拨测	boce
波次	boci
拨错	boco
薄脆	bocv
博登	bodg
波荡	bodh
博迪	bodi
波胆	bodj
波点	bodm
波尔	boer
波峰	bofg
博凡	bofj
柏菲	bofw
波高	bogc
薄改	bogd
波哥	boge
拨杆	bogj
播过	bogo
博冠	bogr
铂宫	bogs
波谷	bogu
拨给	bogw
博狗	bogz
波痕	bohf
博恒	bohg
博航	bohh
博涵	bohj
驳货	boho
博宏	bohs
博湖	bohu
博华	bohx
博后	bohz
拨叉	boia
博超	boic
博城	boig
薄产	boij
博创	boil
驳船	boir
铂晶	bojk
播讲	bojl
波姐	bojp
驳价	bojx
博卡	boka
博肯	bokf
博康	bokh
播控	boks
博库	boku
波拉	bola
伯劳	bolc
搏冷	bolg
脖领	bolk
薄凉	boll
博联	bolm
波流	bolq
博龙	bols
欂栌	bolu
博旅	bolv
博雷	bolw
波轮	boly
博马	boma
波密	bomi
薄膜	bomo
博美	bomw
博纳	bona
博能	bong
伯尼	boni
博南	bonj
博宁	bonk
波妞	bonq
博品	bopb
拨盘	bopj
玻瓶	bopk
拨片	bopm
搏票	bopn
伯婆	bopo
波普	bopu
博强	boql
拨钱	boqm
播求	boqq
柏泉	boqr
博洽	boqx
博人	borf
博日	bori
勃然	borj
拨冗	bors
拨入	boru
博瑞	borv
博润	bory
博赛	bosd
波色	bose
博森	bosf
播散	bosj
剥蒜	bosr
波速	bosu
拨穗	bosv
博泰	botd
波特	bote
博腾	botg
博天	botm
箔条	botn
剥脱	boto
博图	botu
波推	botv
泊头	botz
波神	bouf
博盛	boug
博尚	bouh
博山	bouj
博硕	bouo
博顺	bouy
薄栅	bova
铂臻	bovf
拨正	bovg
博智	bovi
博展	bovj
剥啄	bovo
博主	bovu
亳州	bovz
波娃	bowa
博望	bowh
播完	bowj
博沃	bowo
博物	bowu
博信	boxb
波西	boxi
波箱	boxl
伯贤	boxm
薄晓	boxn
波鞋	boxp
博轩	boxr
博旭	boxu
博讯	boxy
博雅	boya
博野	boye
博洋	boyh
博彦	boyj
博远	boyr
博越	boyt
博宇	boyu
博云	boyy
博友	boyz
驳杂	boza
波仔	bozd
博泽	boze
薄葬	bozh
铂钻	bozr
波总	bozs
啵嘴	bozv
别啊	bpaa
别按	bpan
别抱	bpbc
别逼	bpbi
鳖边	bpbm
别别	bpbp
别不	bpbu
别被	bpbw
别猜	bpcd
别册	bpce
别从	bpcs
别催	bpcv
别到	bpdc
别带	bpdd
别等	bpdg
别当	bpdh
别单	bpdj
别顶	bpdk
别点	bpdm
别掉	bpdn
别多	bpdo
别丢	bpdq
别读	bpdu
别对	bpdv
别蹲	bpdy
别尔	bper
别发	bpfa
别分	bpff
憋疯	bpfg
别放	bpfh
别烦	bpfj
别搞	bpgc
别改	bpgd
别个	bpge
别跟	bpgf
别港	bpgh
别干	bpgj
别怪	bpgk
别光	bpgl
别给	bpgw
别挂	bpgx
别哈	bpha
别和	bphe
别喊	bphj
憋坏	bphk
憋火	bpho
别换	bphr
别回	bphv
别花	bphx
别差	bpia
别拆	bpid
别扯	bpie
别沉	bpif
别唱	bpih
别吃	bpii
别穿	bpir
别冲	bpis
别吹	bpiv
别愁	bpiz
别进	bpjb
别讲	bpjl
别见	bpjm
别介	bpjp
别就	bpjq
别具	bpju
别卡	bpka
别考	bpkc
别开	bpkd
别坑	bpkg
别夸	bpkx
别啦	bpla
别老	bplc
别冷	bplg
别浪	bplh
别恋	bplm
别聊	bpln
别留	bplq
别乱	bplr
别录	bplu
别类	bplw
别骂	bpma
别买	bpmd
别摸	bpmo
别拿	bpna
别奶	bpnd
别呢	bpne
憋尿	bpnn
别捏	bpnp
别贫	bppb
别拍	bppd
别喷	bppf
别骗	bppm
别情	bpqk
别抢	bpql
别桥	bpqn
别切	bpqp
鳖裙	bpqy
别热	bpre
别扔	bprg
别算	bpsr
别送	bpss
鳖孙	bpsy
别太	bptd
别特	bpte
别谈	bptj
别听	bptk
别跳	bptn
别托	bpto
别贴	bptp
别团	bptr
别退	bptv
别偷	bptz
别射	bpue
别省	bpug
别是	bpui
别删	bpuj
别摔	bpuk
别刷	bpux
别找	bpvc
别整	bpvg
别装	bpvl
别种	bpvs
憋住	bpvu
别追	bpvv
别抓	bpvx
别挖	bpwa
别玩	bpwj
别无	bpwu
别信	bpxb
别洗	bpxi
憋醒	bpxk
别嫌	bpxm
别写	bpxp
别修	bpxq
别选	bpxr
别学	bpxt
别虚	bpxu
别吓	bpxx
别呀	bpya
别要	bpyc
别院	bpyr
别有	bpyz
别砸	bpza
别赞	bpzj
别做	bpzo
别总	bpzs
瘪嘴	bpzv
不爱	buai
不熬	buao
不报	bubc
不蹦	bubg
不帮	bubh
布标	bubn
不播	bubo
不憋	bubp
不擦	buca
布草	bucc
不猜	bucd
不惨	bucj
不从	bucs
不粗	bucu
不催	bucv
不存	bucy
不凑	bucz
部队	bud_
不点	budm
不跌	budp
不丢	budq
不嗲	budx
布恩	buen
不封	bufg
不佛	bufo
补个	buge
不更	bugg
不港	bugh
不滚	bugy
不哈	buha
不哼	buhg
布行	buhh
不红	buhs
不黑	buhw
不混	buhy
不厚	buhz
不吵	buic
不沉	buif
不产	buij
不揣	buik
不创	buil
不戳	buio
不穿	buir
不吹	buiv
不纯	buiy
不叫	bujn
不捐	bujr
不均	bujy
不卡	buka
不开	bukd
不吭	bukg
补款	bukr
不夸	bukx
不困	buky
不扣	bukz
不拉	bula
不吝	bulb
布朗	bulh
布隆	buls
不敏	bumb
不毛	bumc
不么	bume
不猛	bumg
不迷	bumi
不磨	bumo
不美	bumw
不谋	bumz
不拿	buna
不闹	bunc
不耐	bund
不呢	bune
不嫩	bunf
不腻	buni
不宁	bunk
不娘	bunl
不念	bunm
不鸟	bunn
不捏	bunp
不牛	bunq
不暖	bunr
不弄	buns
不虐	bunt
不怒	bunu
不女	bunv
布偶	buou
不跑	bupc
不拍	bupd
不喷	bupf
不碰	bupg
不胖	buph
不判	bupj
不骗	bupm
不破	bupo
不铺	bupu
不亲	buqb
不起	buqi
不轻	buqk
不切	buqp
不穷	buqs
布裙	buqy
不饶	burc
不扔	burg
不弱	buro
不软	burr
不揉	burz
不扫	busc
不塞	busd
补色	buse
步森	busf
不散	busj
不锁	buso
不随	busv
不损	busy
不搜	busz
不塌	buta
布套	butc
布特	bute
不烫	buth
不填	butm
不跳	butn
不团	butr
不退	butv
不投	butz
不帅	buuk
不炸	buva
不摘	buvd
不着	buve
不正	buvg
不占	buvj
不拽	buvk
不装	buvl
不中	buvs
不追	buvv
不挖	buwa
补我	buwo
不选	buxr
不凶	buxs
不也	buye
不养	buyh
不哟	buyo
不咋	buza
不早	buzc
不择	buze
不增	buzg
不脏	buzh
不攒	buzj
不总	buzs
不醉	buzv
不走	buzz
B站	bvj_
贝阿	bwaa
贝昂	bwah
北奥	bwao
背吧	bwba
背白	bwbd
被兵	bwbk
背标	bwbn
贝博	bwbo
被别	bwbp
北蔡	bwcd
北侧	bwce
北仓	bwch
背刺	bwci
北村	bwcy
背的	bwde
北登	bwdg
被挡	bwdh
杯垫	bwdm
背调	bwdn
贝多	bwdo
杯碟	bwdp
被堵	bwdu
碑额	bwee
贝恩	bwen
贝尔	bwer
背反	bwfj
备耕	bwgg
北港	bwgh
被拐	bwgk
北宫	bwgs
背柜	bwgv
被狗	bwgz
北河	bwhe
北航	bwhh
北韩	bwhj
备荒	bwhl
背会	bwhv
被黑	bwhw
北化	bwhx
悲魂	bwhy
北朝	bwic
被拆	bwid
备车	bwie
北辰	bwif
北城	bwig
北场	bwih
贝齿	bwii
北川	bwir
被宠	bwis
辈出	bwiu
被吹	bwiv
被禁	bwjb
北街	bwjp
杯酒	bwjq
北卡	bwka
北开	bwkd
贝肯	bwkf
被坑	bwkg
倍康	bwkh
被砍	bwkj
背筐	bwkl
碑廓	bwko
被控	bwks
被夸	bwkx
贝拉	bwla
碑林	bwlb
北佬	bwlc
贝莱	bwld
背楞	bwlg
贝朗	bwlh
北陵	bwlk
北脸	bwlm
备料	bwln
北流	bwlq
贝隆	bwls
倍率	bwlv
北楼	bwlz
被骂	bwma
悲悯	bwmb
被卖	bwmd
北孟	bwmg
贝米	bwmi
被秒	bwmn
被摸	bwmo
被灭	bwmp
悖谬	bwmq
贝纳	bwna
被您	bwnb
背奶	bwnd
贝能	bwng
背囊	bwnh
被你	bwni
被难	bwnj
倍捻	bwnm
贝诺	bwno
北农	bwns
被虐	bwnt
备品	bwpb
被泡	bwpc
被拍	bwpd
被喷	bwpf
被批	bwpi
北浦	bwpu
北桥	bwqn
悲秋	bwqq
北雀	bwqt
被人	bwrf
北软	bwrr
倍润	bwry
贝柔	bwrz
贝嫂	bwsc
北森	bwsf
悲桑	bwsh
贝斯	bwsi
北三	bwsj
被锁	bwso
悲酸	bwsr
倍速	bwsu
备损	bwsy
贝特	bwte
背疼	bwtg
北塘	bwth
被踢	bwti
北田	bwtm
北条	bwtn
杯托	bwto
背贴	bwtp
北图	bwtu
被推	bwtv
焙烧	bwuc
北厍	bwue
背身	bwuf
北盛	bwug
背时	bwui
背栓	bwur
被谁	bwuw
被耍	bwux
被炸	bwva
被罩	bwvc
北宅	bwvd
北镇	bwvf
被整	bwvg
北张	bwvh
被捉	bwvo
被转	bwvr
杯中	bwvs
被追	bwvv
被抓	bwvx
北周	bwvz
北外	bwwd
背完	bwwj
卑污	bwwu
北行	bwxk
北线	bwxm
北校	bwxn
背斜	bwxp
北秀	bwxq
被削	bwxt
北徐	bwxu
被吓	bwxx
备汛	bwxy
被压	bwya
背阴	bwyb
被咬	bwyc
贝爷	bwye
北一	bwyi
被淹	bwyj
北苑	bwyr
被砸	bwza
被宰	bwzd
北泽	bwze
碑座	bwzo
被揍	bwzz
本宝宝	bbbc
保不定	bbdk
傍边儿	bber
步步高	bbgc
败不馁	bbnw
苯并芘	bbpi
病残孕	bcyy
半道儿	bder
变电所	bdso
博尔顿	bedy
不贰过	bego
巴儿狗	begz
白垩纪	beji
波尔卡	beka
包二奶	bend
伯尔尼	beni
贝恩斯	besi
巴尔特	bete
棒儿香	bexl
抱佛脚	bfjn
白富美	bfmw
巴菲特	bfte
百分数	bfuu
并发症	bfvg
波伏娃	bfwa
暴风雪	bfxt
百鸽笼	bgls
布谷鸟	bgnn
补给品	bgpb
被告人	bgrf
补给线	bgxm
保皇党	bhdh
傍黑儿	bher
百花奖	bhjl
拔火筒	bhts
白加黑	bjhw
毕加索	bjso
布坎南	bknj
贝克特	bkte
巴厘岛	bldc
宝莲灯	bldg
脖领儿	bler
布拉格	blge
板蓝根	blgf
拨浪鼓	blgu
白兰瓜	blgx
布洛赫	blhe
白蜡虫	blis
布拉吉	blji
白莲教	bljn
巴拉克	blke
布兰妮	blni
勃朗宁	blnk
百灵鸟	blnn
布鲁诺	blno
避雷器	blqi
勃朗特	blte
白蜡树	bluu
病理学	blxt
巴里亚	blya
白鹿原	blyr
白蒙蒙	bmmg
白毛女	bmnv
巴莫特	bmte
百脑汇	bnhv
白嫩嫩	bnnf
伯纳乌	bnwu
滨崎步	bqbu
白求恩	bqen
笔钱会	bqhv
比丘尼	bqni
灞桥区	bqqu
白鳍豚	bqty
百日咳	brke
比热容	brrs
白刃战	brvj
巴斯德	bsde
波塞冬	bsds
巴塞尔	bser
俾斯麦	bsmd
巴斯塔	bsta
办丧事	bsui
白素贞	bsvf
卜算子	bszi
步谈机	btji
波特率	btlv
巴图姆	btmu
逋逃薮	btsz
扁桃腺	btxm
波士顿	budy
白刷刷	buux
扳指儿	bver
鼻中隔	bvge
不粘锅	bvgo
巴扎黑	bvhw
白斩鸡	bvji
板着脸	bvlm
百褶裙	bvqy
八阵图	bvtu
爆竹声	bvug
杯中物	bvwu
不长眼	bvyj
包围圈	bwqr
包心菜	bxcd
不锈钢	bxg_
碧血剑	bxjm
八下里	bxli
补西墙	bxql
白血球	bxqq
包芯丝	bxsi
丙烯酸	bxsr
步行者	bxve
败血症	bxvg
柏栩栩	bxxu
薄一波	bybo
白洋淀	bydm
包圆儿	byer
兵役法	byfa
八音盒	byhe
鼻烟壶	byhu
不一会	byhv
不夜城	byig
百叶窗	byil
白玉兰	bylj
博弈论	byly
本雅明	bymk
鲅鱼圈	byqr
贝叶斯	bysi
白岩松	byss
病原体	byti
彼一时	byui
苯乙烯	byxi
半元音	byyb
碧油油	byyz
病秧子	byzi
贝叶棕	byzs
豹子胆	bzdj
白嘴儿	bzer
煲仔饭	bzfj
变阻器	bzqi
梆子腔	bzql
褒贬不一	bbby
白不呲咧	bbcl
巴巴儿地	bbed
蹦蹦儿戏	bbex
不避斧钺	bbfy
比比划划	bbhh
巴巴结结	bbjj
标本兼治	bbjv
彪炳千古	bbqg
跛鳖千里	bbql
勃勃生机	bbuj
卑不足道	bbzd
悲不自胜	bbzu
不定方程	bdfi
布达佩斯	bdps
包打天下	bdtx
白刀子进	bdzj
避而不答	bebd
百儿八十	bebu
巴尔的摩	bedm
比尔盖茨	begc
博尔赫斯	behs
布尔乔亚	beqy
伯恩斯坦	best
博尔塔拉	betl
避而远之	beyv
玻耳兹曼	bezm
爆发变星	bfbx
不分敌我	bfdw
悲愤交加	bfjj
巴甫洛夫	bflf
包袱皮儿	bfpe
不乏其例	bfql
白发千丈	bfqv
膘肥体壮	bftv
不服水土	bfut
不分上下	bfux
变废为宝	bfwb
冰封王座	bfwz
冰封雪裹	bfxg
悲愤欲绝	bfyj
笔锋一转	bfyv
不发一言	bfyy
不分皂白	bfzb
保国安民	bgam
不告而别	bgeb
卑躬屈节	bgqj
笔管条直	bgtv
秉公守法	bguf
本固枝荣	bgvr
不敢问津	bgwj
波诡云谲	bgyj
变化不定	bhbd
不慌不乱	bhbl
白虹贯日	bhgr
避祸就福	bhjf
傍花随柳	bhsl
百花盛开	bhuk
扳回一城	bhyi
碧海银沙	bhyu
鼻化元音	bhyy
包产到户	bidh
宝成铁路	bitl
不传之秘	bivm
不臣之心	bivx
背城一战	biyv
贝加尔湖	bjeh
不教而杀	bjeu
白金汉宫	bjhg
边际成本	bjib
百家讲坛	bjjt
不咎既往	bjjw
不积跬步	bjkb
把酒临风	bjlf
不解其意	bjqy
不绝如缕	bjrl
不忌生冷	bjul
边际收益	bjuy
冰肌雪肤	bjxf
半机械化	bjxh
不见踪影	bjzy
不亢不卑	bkbb
闭口不谈	bkbt
贝克汉姆	bkhm
不可向迩	bkxe
不可自拔	bkzb
勃兰登堡	bldb
半劳动力	bldl
闭路电视	bldu
比邻而居	blej
布鲁克林	blkl
白领丽人	bllr
勃拉姆斯	blms
布里斯班	blsb
比例税制	bluv
八六五笔	blwb
巴伦西亚	blxy
疤瘌眼儿	blye
不利因素	blys
不利影响	blyx
不蔓不枝	bmbv
不眠不休	bmbx
白马非马	bmfm
薄命佳人	bmjr
巴门尼德	bmnd
不明其意	bmqy
不谋私利	bmsl
包你满意	bnmy
百鸟争鸣	bnvm
布匿战争	bnvv
不难想见	bnxj
百年一遇	bnyy
包皮过长	bpgi
不清不白	bqbb
霸气侧漏	bqcl
不期而然	bqer
避其锋芒	bqfm
步其后尘	bqhi
屏气敛息	bqlx
跋前疐后	bqvh
鼻青眼肿	bqyv
八荣八耻	brbi
哺乳动物	brdw
并日而食	breu
傍人门户	brmh
不如人意	brry
逼人太甚	brtu
不容置辩	brvb
被认为是	brwu
必然王围	brww
百日维新	brwx
泊松过程	bsgi
豹死留皮	bslp
不随意肌	bsyj
保土安民	btam
奔腾不息	btbx
百团大战	btdv
不同流俗	btls
贝塔粒子	btlz
白头如新	btrx
不祧之祖	btvz
补天浴日	btyr
褒善贬恶	bube
博施济众	bujv
饱食暖衣	buny
不识之无	buvw
不是味儿	buwe
壁式网球	buwq
不识闲儿	buxe
不识一丁	buyd
彼长此消	bvcx
变着法子	bvfz
不知悔改	bvhg
不知利害	bvlh
辨证论治	bvlv
半殖民地	bvmd
不知疲倦	bvpj
敝帚千金	bvqj
不知如何	bvrh
不着四六	bvsl
不知所踪	bvsz
伯仲叔季	bvuj
宝中之宝	bvvb
败者为寇	bvwk
不知下落	bvxl
不值一顾	bvyg
秉烛夜话	bvyh
不证自明	bvzm
半文半白	bwbb
百问不烦	bwbf
别无二致	bwev
别无分店	bwfd
兵微将寡	bwjg
不务空名	bwkm
不违农时	bwnu
博物洽闻	bwqw
别无他求	bwtq
别无他意	bwty
薄物细故	bwxg
并行不悖	bxbb
博学多闻	bxdw
被选举权	bxjq
波西米亚	bxmy
本性难改	bxng
不相适应	bxuy
败下阵来	bxvl
饱学之士	bxvu
不孝有三	bxys
包医百病	bybb
不愠不火	bybh
白云苍狗	bycg
白眼儿狼	byel
奔逸绝尘	byji
巴颜喀拉	bykl
百亿美元	bymy
巴彦淖尔	byne
不远千里	byql
不虞之誉	byvy
不以为奇	bywq
必有我师	bywu
表意文字	bywz
必有一死	byys
不预则废	byzf
笨嘴笨舌	bzbu
半自动化	bzdh
奔走呼号	bzhh
兵足粮广	bzlg
八字帖儿	bzte
笨嘴拙舌	bzvu
